Insurance Type,Zip code,First name,Last name,Date of birth,Gender,Address,City,State,Auto insurance coverage?,Property Type,# units,# unrelated rooomates,# property losses in last 3 years,Phone number,Email address,Fire Sprinkler System?,Central Fire & Burglar Alarm?,Local Fire / Smoke Alarm?,Home Security?,Non Smoking Household?,Local Burglar Alarm?,Unusual hazards?,Dogs that bite?,Run a business from home?,Start date,Personal property worth,Loss of use,Medical payments,Personal liability,Farmers Identity Protection,Deductible
Renters,94109,Joshua,Newman,05/06/1994,m,1388 Sutter St 11,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 330-9252,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,1000,500000,N,100 / 250
Renters,94043,Lily,Hogan,03/03/1993,m,555 W Middlefield Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 922-0111,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,1000,500000,N,250
Renters,94404,Leila,Perkins,07/31/1993,f,808 Comet Dr,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 583-9275,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,1000,500000,N,500
Renters,94404,William,Padilla,12/1/1993,f,808 Comet Dr,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 578-1632,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,1000,500000,N,750
Renters,94553,Jane,Vargas,11/12/1994,m,900 Roanoke Dr,Martinez,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 255-4000,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,1000,500000,N,1000
Renters,94304,Eli,Dixon,02/04/1994,f,1600 Sand Hill Rd,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(844) 250-7147,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,1000,500000,N,1500
Renters,94103,Greyson,Carpenter,04/05/1994,f,1188 Mission St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(760) 598-9000,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,1000,500000,N,2500
Renters,94109,Kaleb,Stokes,06/06/1994,f,400 Hyde St  101,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 251-7152,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,1000,500000,N,5000
Renters,94501,Vivian,Pena,04/05/1994,f,550 Central Ave  301,Alameda,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 344-2510,aria.dennis@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,100000,N,100
Renters,94549,Oliver,Marsh,06/06/1994,m,1076 Carol Ln,Lafayette,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 693-1175,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,100000,N,100 / 250
Renters,95008,Brielle,Mack,07/31/1993,f,1630 W Campbell Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 540-5454,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,100000,N,250
Renters,94806,Leo,Deleon,02/04/1994,f,2490 Lancaster Dr,Richmond,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 745-3000,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,100000,N,500
Renters,94107,Natalie,Miranda,04/05/1994,f,2235 3rd St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 592-3139,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,100000,N,750
Renters,94104,Carter,Carey,03/03/1993,m,690 Market St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 835-1449,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,100000,N,1000
Renters,95054,Ariana,Dawson,03/08/1994,m,1600 Nantucket Cir,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(888) 704-5204,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,100000,N,1500
Renters,94105,Owen,Matthews,12/1/1993,f,121 Spear St B18,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 835-1449,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,100000,N,2500
Renters,94109,Hudson,Fox,12/1/1993,f,1100 Gough St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 571-0104,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,100000,N,5000
Renters,94105,Amelia,Deleon,03/03/1993,f,388 Beale Street,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 666-2423,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,300000,N,100
Renters,94549,Ivy,Greene,02/04/1994,m,949 East St,Lafayette,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(925) 735-3047,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,300000,N,100 / 250
Renters,95050,Ryder,Todd,03/03/1993,m,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 266-1474,aria.dennis@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,300000,N,250
Renters,94545,Chloe,Salazar,02/04/1994,m,25800 Industrial Blvd.,Hayward,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 225-8648,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,300000,N,500
Renters,94132,Victoria,Patrick,02/04/1994,f,3711 19th Ave,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 854-2651,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,300000,N,750
Renters,94002,Luna,Lawson,06/06/1994,f,2515 Carlmont Dr,Belmont,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 787-4485,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,300000,N,1000
Renters,94538,Joshua,George,07/31/1993,f,39600 Fremont Blvd,Fremont,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(877) 713-3968,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,300000,N,1500
Renters,94304,Eliana,Ball,11/12/1994,m,1600 Sand Hill Rd,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 886-0616,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,300000,N,2500
Renters,94102,Genevieve,Buchanan,11/12/1994,f,835 Turk St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 823-0730,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,300000,N,5000
Renters,94108,Nathan,Parks,05/06/1994,m,47 Kearny St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 294-5333,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,500000,N,100
Renters,94086,Kole,Cain,12/1/1993,m,1035 Aster Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 587-9997,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,500000,N,100 / 250
Renters,94080,Delilah,Sanchez,11/18/1993,f,852 Antoinette Ln,South San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 864-3333,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,500000,N,250
Renters,94158,Hazel,Green,11/12/1994,f,355 Berry St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 873-9090,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,500000,N,500
Renters,94112,David,Green,03/27/1994,f,1200 Ocean Ave,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 361-4060,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,500000,N,750
Renters,94501,Lea,Watkins,07/31/1993,m,564 Central Ave,Alameda,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 421-4333,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,500000,N,1000
Renters,94103,Avery,Peterson,06/06/1994,f,1188 Mission St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 216-8884,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,500000,N,1500
Renters,94086,Penelope,Hernandez,07/31/1993,f,201 W California Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 678-0550,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,500000,N,2500
Renters,95050,Clara,Gordon,04/05/1994,f,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 583-8084,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,28000,Keep default,2000,500000,N,5000
Renters,94545,Izabella,Briggs,03/03/1993,m,25800 Industrial Blvd.,Hayward,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 474-5333,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,100000,N,100
Renters,95035,Josephine,Martinez,05/06/1994,m,440 Dixon Landing Rd,Milpitas,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 894-6343,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,100000,N,100 / 250
Renters,94404,Everly,Perez,03/08/1994,f,777 Shell Blvd,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 733-3049,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,100000,N,250
Renters,95051,Seth,Hartman,03/03/1993,m,101 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 671-1752,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,100000,N,500
Renters,94801,Landon,Cross,07/31/1993,m,400 Harbour Way,Richmond,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 645-8888,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,100000,N,750
Renters,94109,William,Robles,05/06/1994,m,1560 Van Ness Ave,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 989-1111,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,100000,N,1000
Renters,94123,Arya,Garza,07/31/1993,f,1550 Bay St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 354-8910,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,100000,N,1500
Renters,94043,Alexander,Cobb,03/08/1994,m,555 W Middlefield Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 330-9252,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,100000,N,2500
Renters,94123,Nora,Oliver,06/06/1994,f,1550 Bay St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 334-2698,aria.dennis@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,100000,N,5000
Renters,94114,Jude,Ortega,05/06/1994,f,4058 17th St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 778-1221,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,300000,N,100
Renters,95008,Aurora,Padilla,03/08/1994,m,1630 W Campbell Ave,Campbell,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 756-1405,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,300000,N,100 / 250
Renters,94111,Alexandra,Neal,03/03/1993,f,460 Davis Ct,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 861-3333,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,300000,N,250
Renters,94578,Matthew,Schultz,11/18/1993,f,4170 Springlake Dr,San Leandro,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(866) 678-3468,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,300000,N,500
Renters,94404,Grayson,Mcdonald,02/04/1994,m,700 Marlin Ave,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 591-1143,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,300000,N,750
Renters,94510,Quinn,Dunn,03/27/1994,m,801 Southampton Rd,Benicia,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 352-3601,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,300000,N,1000
Renters,94549,Nolan,Barton,03/03/1993,m,1076 Carol Ln,Lafayette,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(760) 291-8098,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,300000,N,1500
Renters,94086,Caleb,Morales,03/27/1994,f,201 W California Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 981-5780,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,300000,N,2500
Renters,94109,Anabel,Greene,12/1/1993,f,1560 Van Ness Ave,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(831) 475-6342,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,300000,N,5000
Renters,94109,Luke,Mann,06/06/1994,m,1100 Gough St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 749-0101,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,500000,N,100
Renters,94132,Eden,Silva,03/03/1993,m,3711 19th Ave,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 565-0311,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,500000,N,100 / 250
Renters,94132,Lily,Hale,12/1/1993,m,3711 19th Ave,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 280-5383,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,500000,N,250
Renters,94806,Josephine,Murphy,02/04/1994,f,2490 Lancaster Dr,Richmond,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(888) 271-6704,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,500000,N,500
Renters,94109,Isla,Underwood,02/04/1994,f,1609 Franklin St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 865-1139,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,500000,N,750
Renters,94105,Nolan,Moss,04/05/1994,m,388 Beale Street,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 755-3872,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,500000,N,1000
Renters,94158,Dylan,Holt,07/31/1993,m,355 Berry St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 354-4507,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,500000,N,1500
Renters,94104,Lukas,Daniel,04/05/1994,f,690 Market St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 459-2900,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,500000,N,2500
Renters,94404,Harrison,Wallace,04/05/1994,m,700 Marlin Ave,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 341-6700,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,1000,500000,N,5000
Renters,94085,Aron,Brown,05/06/1994,m,355 N Wolfe Rd,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 354-8910,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,100000,N,100
Renters,94080,Juliet,Coleman,11/12/1994,f,852 Antoinette Ln,South San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 255-1100,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,100000,N,100 / 250
Renters,94109,Easton,Stevenson,11/12/1994,f,952 Sutter St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(925) 452-7910,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,100000,N,250
Renters,95050,Landen,Copeland,03/27/1994,f,444 Saratoga Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(877) 745-9314,aria.dennis@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,100000,N,500
Renters,94520,Elias,Stevenson,07/31/1993,f,1491 Detroit Ave,Concord,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(877) 745-9314,aria.dennis@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,100000,N,750
Renters,94105,Benjamin,Salazar,05/06/1994,f,680 Mission St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 642-1877,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,100000,N,1000
Renters,94109,Sofia,Norris,03/03/1993,m,1388 Sutter St 11,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 403-2247,gabriella@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,100000,N,1500
Renters,94549,Victoria,Austin,03/08/1994,m,1076 Carol Ln,Lafayette,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 440-0550,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,100000,N,2500
Renters,94304,Thomas,Sims,07/31/1993,f,1600 Sand Hill Rd,Palo Alto,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 887-8185,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,100000,N,5000
Renters,94158,Ronan,Wise,11/12/1994,f,355 Berry St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 474-1750,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,300000,N,100
Renters,94086,Eloise,Jensen,03/08/1994,m,1035 Aster Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 579-5605,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,300000,N,100 / 250
Renters,94085,Harrison,Yang,12/1/1993,m,330 N Mathilda Ave,Sunnyvale,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(858) 565-9081,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,300000,N,250
Renters,94043,Aron,Mcguire,03/03/1993,f,555 W Middlefield Rd,Mountain View,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 234-7084,aria.dennis@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,300000,N,500
Renters,94107,Kaleb,Hansen,04/05/1994,m,574 3rd St 101,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(510) 886-1055,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,300000,N,750
Renters,94549,Joshua,Russell,05/06/1994,m,1076 Carol Ln,Lafayette,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 453-6204,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,300000,N,1000
Renters,94112,Lily,Cruz,11/18/1993,m,1200 Ocean Ave,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 285-5966,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,300000,N,1500
Renters,94114,Miles,Lawrence,07/31/1993,f,3904 17th St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 648-1900,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,300000,N,2500
Renters,94704,Lucas,Monroe,03/08/1994,m,2230 Durant Ave  103,Berkeley,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 333-9956,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,300000,N,5000
Renters,94109,Rose,Harvey,03/27/1994,m,1388 Sutter St 11,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 354-7317,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,100
Renters,95014,Sophia,Acosta,11/18/1993,m,20800 Homestead Rd,Cupertino,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 992-7215,arabella@163.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,100 / 250
Renters,94109,Landon,Simon,11/18/1993,m,888 OFarrell St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 231-9600,logan.joseph@icloud.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,250
Renters,94501,Charlotte,Brown,02/04/1994,f,550 Central Ave  301,Alameda,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 280-4988,caleb.drake@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,500
Renters,94107,Jakob,Richardson,03/27/1994,f,2235 3rd St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(619) 448-8282,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,750
Renters,94501,Henry,Chen,06/06/1994,f,564 Central Ave,Alameda,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 873-9090,aurora.hopkins@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,1000
Renters,94801,Hunter,Cain,03/03/1993,f,400 Harbour Way,Richmond,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 580-6272,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,1500
Renters,95050,Tessa,Cross,11/18/1993,m,1599 Warburton Ave,Santa Clara,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(831) 240-0330,joshua@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,2500
Renters,94404,Dillon,Newman,07/31/1993,f,900 E Hillsdale Blvd,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 992-3500,aria.dennis@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,32000,Keep default,2000,500000,N,5000
Renters,94553,Jasper,Armstrong,11/12/1994,m,900 Roanoke Dr,Martinez,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(831) 240-0330,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,100
Renters,94115,Elise,Ramirez,12/1/1993,m,2799 California St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 720-8566,brielle.miller@foxmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,100 / 250
Renters,94403,Jonah,Aguilar,11/18/1993,f,3055 La Selva,San Mateo,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(888) 482-3584,aria.dennis@gmail.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,250
Renters,94133,Scarlett,Herrera,03/27/1994,m,2211 Stockton St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(415) 641-8003,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,500
Renters,94404,Graham,Keller,05/06/1994,f,900 E Hillsdale Blvd,Foster City,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(408) 736-4963,annabelle@yahoo.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,750
Renters,94115,Iris,Adams,05/06/1994,f,1489 Webster St  101,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(925) 735-3047,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,1000
Renters,94015,James,Alexander,11/18/1993,m,333 Park Plaza Dr,Daly City,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(650) 341-6700,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,1500
Renters,94108,Colton,Lang,11/18/1993,m,47 Kearny St,San Francisco,CA,N,RENTED HOUSE - SINGLE FAMILY,5+,0,0,(707) 823-1361,greyson.wright@inbox.com,N,N,N,N,Y,N,NONE,N,N,Keep default.,35000,Keep default,1000,100000,N,2500
